jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4
3,STAMATOVIC Vuk,SRB,True,D,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
17,VIDOVIC Slavko,SRB,True,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
21,STANKOVIC Sava,SRB,True,D,0,0,0,0,2,-1.0,0:00,0.0,0:00,1,0:00,1,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
23,SIMIC Petar,SRB,True,F,1,0,1,2,6,1.0,0:00,0.0,0:00,0,0:00,4,0:00,2,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
24,DINIC Matija,SRB,True,F,1,1,2,0,3,0.0,0:00,0.0,0:00,0,0:00,1,0:00,2,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
6,PECERIC Petar,SRB,True,D,0,0,0,0,2,0.0,0:00,0.0,0:00,0,0:00,1,0:00,1,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
7,BRADIC Vuk,SRB,True,F,0,0,0,0,2,-1.0,0:00,0.0,0:00,1,0:00,1,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
13,IVANOVIC Minja,SRB,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
16,ALIJEVIC Janko,SRB,True,F,0,0,0,0,1,-1.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
20,BOJOVIC Marko,SRB,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
2,ALEKSIC Marko,SRB,True,D,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
5,SARANOVIC Nikola,SRB,True,D,0,0,0,2,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
9,STEVANOVIC Djordje,SRB,True,F,0,0,0,0,1,-1.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
10,RAJKOVIC Luka,SRB,True,F,0,0,0,0,0,-2.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
15,MLADENOVIC Kosta,SRB,True,F,0,0,0,2,1,-3.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
8,POPOVIC Andreja,SRB,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
18,VUJOVIC Maksim,SRB,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
19,LAZIC Filip,SRB,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/statistics/29882/1-srb-vs-rou,https://www.iihf.com//en/events/2022/wm18iia/gamecenter/playbyplay/29882/1-srb-vs-rou,,
