jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url
2,ANIC Ivan,SRB,True,D,0,2,2,2,3,2.0,16:56,13.0,1:18,1,7:05,0,6:46,2,3:05,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/statistics/15081/1-srb-vs-tur,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/playbyplay/15081/1-srb-vs-tur
6,VUCUREVIC Nemanja,SRB,True,F,1,2,3,0,2,2.0,13:40,10.0,1:22,1,5:05,0,2:53,1,5:42,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/statistics/15081/1-srb-vs-tur,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/playbyplay/15081/1-srb-vs-tur
8,NOVAKOVIC Ugljesa,SRB,True,D,0,0,0,0,2,1.0,17:39,14.0,1:15,0,6:43,1,6:16,1,4:40,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/statistics/15081/1-srb-vs-tur,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/playbyplay/15081/1-srb-vs-tur
11,DUMIC Mirko,SRB,True,F,2,0,2,0,4,1.0,16:59,14.0,1:12,2,5:40,0,5:54,2,5:25,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/statistics/15081/1-srb-vs-tur,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/playbyplay/15081/1-srb-vs-tur
18,SUBOTIC Srdjan,SRB,True,F,0,0,0,0,0,0.0,13:10,10.0,1:19,0,3:33,0,6:57,0,2:40,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/statistics/15081/1-srb-vs-tur,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/playbyplay/15081/1-srb-vs-tur
10,PAJIC Sinisa,SRB,True,F,0,1,1,0,3,1.0,18:37,14.0,1:19,2,3:06,1,7:10,0,8:21,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/statistics/15081/1-srb-vs-tur,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/playbyplay/15081/1-srb-vs-tur
13,LUKOVIC Aleksa,SRB,True,D,0,0,0,0,5,2.0,11:06,9.0,1:14,3,3:41,0,4:14,2,3:11,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/statistics/15081/1-srb-vs-tur,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/playbyplay/15081/1-srb-vs-tur
16,BJELOGRLIC Uros,SRB,True,F,0,0,0,0,0,-2.0,16:57,14.0,1:12,0,1:37,0,7:58,0,7:22,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/statistics/15081/1-srb-vs-tur,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/playbyplay/15081/1-srb-vs-tur
17,PODUNAVAC Pavle,SRB,True,D,1,2,3,2,2,2.0,19:50,15.0,1:19,2,8:10,0,2:31,0,9:09,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/statistics/15081/1-srb-vs-tur,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/playbyplay/15081/1-srb-vs-tur
19,RADOSAVLJEVIC Relja,SRB,True,F,0,0,0,2,2,0.0,18:33,15.0,1:14,1,7:11,1,6:19,0,5:03,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/statistics/15081/1-srb-vs-tur,https://www.iihf.com//en/events/2020/ogqp1m/gamecenter/playbyplay/15081/1-srb-vs-tur
