jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4,ts_5,tot_5
5,HAUGHOM Jonas,NOR,True,D,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/statistics/6352/1-nor-vs-den,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/playbyplay/6352/1-nor-vs-den,,,,
9,LILLEBERG Emil,NOR,True,D,0,0,0,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/statistics/6352/1-nor-vs-den,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/playbyplay/6352/1-nor-vs-den,,,,
12,LOKKEBERG Trym,NOR,True,F,0,0,0,0,1,-1.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/statistics/6352/1-nor-vs-den,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/playbyplay/6352/1-nor-vs-den,,,,
15,HANSEN Stian Nybraaten,NOR,True,F,0,0,0,0,2,-1.0,0:00,0.0,0:00,1,0:00,0,0:00,1,0:00,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/statistics/6352/1-nor-vs-den,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/playbyplay/6352/1-nor-vs-den,,,,
17,ELIESEN Nicolai,NOR,True,F,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/statistics/6352/1-nor-vs-den,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/playbyplay/6352/1-nor-vs-den,,,,
4,HOLM Ole Julian,NOR,True,D,0,0,0,2,1,-2.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/statistics/6352/1-nor-vs-den,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/playbyplay/6352/1-nor-vs-den,,,,
7,ENGEBRATEN Sander,NOR,True,D,0,0,0,2,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/statistics/6352/1-nor-vs-den,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/playbyplay/6352/1-nor-vs-den,,,,
13,GRANATH Philip,NOR,True,F,0,0,0,0,3,-1.0,0:00,0.0,0:00,2,0:00,1,0:00,0,0:00,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/statistics/6352/1-nor-vs-den,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/playbyplay/6352/1-nor-vs-den,,,,
19,SPABERG OLSEN Calle,NOR,True,F,0,0,0,0,4,-1.0,0:00,0.0,0:00,2,0:00,2,0:00,0,0:00,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/statistics/6352/1-nor-vs-den,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/playbyplay/6352/1-nor-vs-den,,,,
22,FROBERG Sander,NOR,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/statistics/6352/1-nor-vs-den,https://www.iihf.com//en/events/2019/wm18ia/gamecenter/playbyplay/6352/1-nor-vs-den,,,,
