jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4,ts_5,tot_5
10,ZHAN Huiru,CHN,True,F,0,0,0,0,0,-3.0,0:00,0.0,0:00,0,0:00,0.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/statistics/6514/1-chn-vs-fra,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/playbyplay/6514/1-chn-vs-fra,,,,
11,WANG Jing,CHN,True,F,0,0,0,0,0,-3.0,0:00,0.0,0:00,0,0:00,0.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/statistics/6514/1-chn-vs-fra,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/playbyplay/6514/1-chn-vs-fra,,,,
13,GAO Ziye,CHN,True,F,0,0,0,0,2,-3.0,0:00,0.0,0:00,1,0:00,1.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/statistics/6514/1-chn-vs-fra,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/playbyplay/6514/1-chn-vs-fra,,,,
19,LIU Yuqi,CHN,True,D,0,0,0,0,0,-4.0,0:00,0.0,0:00,0,0:00,0.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/statistics/6514/1-chn-vs-fra,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/playbyplay/6514/1-chn-vs-fra,,,,
23,FU Chunyang,CHN,True,D,0,0,0,0,2,-4.0,0:00,0.0,0:00,1,0:00,0.0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/statistics/6514/1-chn-vs-fra,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/playbyplay/6514/1-chn-vs-fra,,,,
4,CAO Dan,CHN,True,D,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/statistics/6514/1-chn-vs-fra,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/playbyplay/6514/1-chn-vs-fra,,,,
5,ZENG Youyou,CHN,True,D,0,0,0,0,1,-1.0,0:00,0.0,0:00,0,0:00,0.0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/statistics/6514/1-chn-vs-fra,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/playbyplay/6514/1-chn-vs-fra,,,,
8,ZHU Junfei,CHN,True,F,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/statistics/6514/1-chn-vs-fra,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/playbyplay/6514/1-chn-vs-fra,,,,
9,LIAO Zifei,CHN,True,F,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/statistics/6514/1-chn-vs-fra,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/playbyplay/6514/1-chn-vs-fra,,,,
16,ZHANG Yuqi,CHN,True,F,0,0,0,0,0,-2.0,0:00,0.0,0:00,0,0:00,0.0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/statistics/6514/1-chn-vs-fra,https://www.iihf.com//en/events/2019/ww18ib/gamecenter/playbyplay/6514/1-chn-vs-fra,,,,
