jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url,ts_4,tot_4,ts_5,tot_5
2,COVI Michele,ITA,True,F,0,2,2,2,3,0.0,0:00,0.0,0:00,2,0:00,0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
5,STABLUM Alessio,ITA,True,D,0,0,0,2,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
9,PAYRA Samuel,ITA,True,D,1,0,1,0,4,-1.0,0:00,0.0,0:00,0,0:00,2,0:00,2.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
10,GELLON Daniel,ITA,True,F,0,0,0,0,2,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,2.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
13,CRISTELLON Yuri,ITA,True,F,1,0,1,0,5,0.0,0:00,0.0,0:00,0,0:00,2,0:00,3.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
7,OEHLER Manuel,ITA,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
15,SELVA Moritz,ITA,True,F,0,0,0,0,3,0.0,0:00,0.0,0:00,0,0:00,1,0:00,2.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
16,NICCOLAI Alessio,ITA,True,D,0,0,0,0,2,0.0,0:00,0.0,0:00,1,0:00,0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
21,BRUNNER Alexander,ITA,True,D,0,0,0,0,2,0.0,0:00,0.0,0:00,1,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
22,SOELVA Maximilian,ITA,True,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
4,GOLDNER Lukas,ITA,True,D,0,0,0,0,2,-1.0,0:00,0.0,0:00,2,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
8,LINDER Tim,ITA,True,D,0,0,0,0,1,1.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
14,DELUCA Rene,ITA,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
18,BRUNNER Pascal,ITA,True,F,0,0,0,0,2,0.0,0:00,0.0,0:00,2,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
23,ROSA Gioele,ITA,True,F,0,0,0,2,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
6,BOSSI Davide,ITA,True,F,0,0,0,14,2,0.0,0:00,0.0,0:00,1,0:00,0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
11,ZERBETTO Gabriel,ITA,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
12,PANCIERA Giorgio,ITA,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
17,OBEXER Alex,ITA,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
24,PRAST Jakob,ITA,True,F,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
1,FADANI Davide,ITA,True,GK,0,0,0,0,0,,,,,0,,0,,0.0,,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
20,RIGONI Rudy,ITA,True,GK,0,0,0,0,0,,,,,0,,0,,0.0,,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
4,SASANAKA Manato,JPN,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
9,KON Yamato,JPN,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
10,KANEKO Shota,JPN,False,F,0,0,0,0,2,0.0,0:00,0.0,0:00,1,0:00,0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
12,OKUBO Masato,JPN,False,F,1,0,1,0,4,1.0,0:00,0.0,0:00,0,0:00,3,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
16,MARUYAMA Shoma,JPN,False,F,0,0,0,0,3,0.0,0:00,0.0,0:00,1,0:00,1,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
2,SUZUKI Sena,JPN,False,D,0,0,0,2,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
5,NAKADATE Yotaro,JPN,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
11,MIURA Ryosuke,JPN,False,F,2,0,2,2,3,-1.0,0:00,0.0,0:00,0,0:00,1,0:00,2.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
14,HANZAWA Chikara,JPN,False,F,0,2,2,2,2,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,2.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
22,NAKAJIMA Teruto,JPN,False,F,0,3,3,0,3,0.0,0:00,0.0,0:00,2,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
7,TAKEYA Rioto,JPN,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
8,SATO Naoki,JPN,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
18,ANDO Yusaku,JPN,False,F,0,0,0,0,3,0.0,0:00,0.0,0:00,2,0:00,0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
21,UENO Teppei,JPN,False,F,0,0,0,0,4,0.0,0:00,0.0,0:00,2,0:00,1,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
23,MIYATA Daisuke,JPN,False,F,0,0,0,0,3,0.0,0:00,0.0,0:00,1,0:00,1,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
3,EGUSA Daisuke,JPN,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
6,NEMOTO Renta,JPN,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
13,IWASEYA Tsubasa,JPN,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
19,TANEICHI Yuto,JPN,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,1.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
24,KANAI Shin,JPN,False,F,0,0,0,2,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
1,SATO Eiki,JPN,False,GK,0,0,0,2,0,,,,,0,,0,,0.0,,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
20,NAKAMURA Toshiki,JPN,False,GK,0,0,0,0,0,,,,,0,,0,,0.0,,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6400/1-ita-vs-jpn,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6400/1-ita-vs-jpn,,,,
2,BRADLEY Edward,GBR,True,D,1,0,1,0,3,0.0,0:00,0.0,0:00,1,0:00,0,0:00,2.0,0:00,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/statistics/6401/2-gbr-vs-slo,https://www.iihf.com//en/events/2019/wm18ib/gamecenter/playbyplay/6401/2-gbr-vs-slo,,,,
