jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,ts_4,tot_4,statistics_url,game_url
26,ZHIGULINA Irina,RUS,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14597/1-can-vs-rus,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14597/1-can-vs-rus
28,SHMYKOVA Alyona,RUS,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14597/1-can-vs-rus,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14597/1-can-vs-rus
1,VOLKOVA Yulia,RUS,False,GK,0,0,0,0,0,,,,,0,,0,,0,,0.0,,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14597/1-can-vs-rus,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14597/1-can-vs-rus
30,ALPATOVA Anna,RUS,False,GK,0,0,0,0,0,,,,,0,,0,,0,,0.0,,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14597/1-can-vs-rus,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14597/1-can-vs-rus
8,FREY Mara,SUI,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
12,BACHMANN Sara,SUI,True,F,0,0,0,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
22,LEEMANN Sinja,SUI,True,D,0,1,1,0,3,1.0,0:00,0.0,0:00,0,0:00,1,0:00,1,0:00,1.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
24,ZIMMERMANN Laura,SUI,True,F,1,0,1,2,6,2.0,0:00,0.0,0:00,1,0:00,0,0:00,4,0:00,1.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
27,BESSON Anouk,SUI,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
2,BUCHI Annic,SUI,True,F,0,0,0,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
4,MARTI Alina,SUI,True,D,1,0,1,0,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
11,SURDEZ Jade,SUI,True,F,0,0,0,0,3,0.0,0:00,0.0,0:00,0,0:00,2,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
14,HARJU Nora,SUI,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
23,CHRISTEN Lara,SUI,True,D,0,2,2,0,1,2.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
5,GIANOLA Julina,SUI,True,D,0,0,0,2,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
16,MERZ Zoe,SUI,True,F,0,0,0,0,2,-1.0,0:00,0.0,0:00,0,0:00,2,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
17,THALMANN Aurela,SUI,True,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
19,INGOLD Emma,SUI,True,F,0,0,0,0,4,-1.0,0:00,0.0,0:00,1,0:00,2,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
28,BAECHLER Alessia,SUI,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
3,BACHMANN Nele,SUI,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
7,ZOGG Lea,SUI,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
10,SALZGEBER Noor,SUI,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
18,MESSERLI Timea,SUI,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
21,STAUB Ladina,SUI,True,F,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
1,SPIES Caroline,SUI,True,GK,0,0,0,0,0,,,,,0,,0,,0,,0.0,,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
30,WAGNER Monja,SUI,True,GK,0,0,0,0,0,,,,,0,,0,,0,,0.0,,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
4,PEJSOVA Daniela,CZE,False,D,0,0,0,2,1,-2.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
5,MAZANCOVA Tereza,CZE,False,F,0,0,0,0,1,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
13,KALOVA Anna,CZE,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
24,CAJANOVA Sara,CZE,False,F,0,0,0,0,4,-1.0,0:00,0.0,0:00,2,0:00,1,0:00,1,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
27,HANZLIKOVA Adela,CZE,False,D,0,0,0,0,1,-1.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
7,HAASOVA Hana,CZE,False,F,1,0,1,0,2,1.0,0:00,0.0,0:00,1,0:00,1,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
8,KALTOUNKOVA Kristyna,CZE,False,F,0,0,0,0,6,1.0,0:00,0.0,0:00,2,0:00,1,0:00,3,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
9,HORAKOVA Gabriela,CZE,False,D,0,0,0,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
12,SKORPIKOVA Patricie,CZE,False,F,0,0,0,0,2,0.0,0:00,0.0,0:00,2,0:00,0,0:00,0,0:00,0.0,0:00,https://www.iihf.com//en/events/2020/ww18/gamecenter/statistics/14598/2-sui-vs-cze,https://www.iihf.com//en/events/2020/ww18/gamecenter/playbyplay/14598/2-sui-vs-cze
