jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,ts_4,tot_4,statistics_url,game_url,ts_5,tot_5
16,LINDE Andre,EST,False,F,0,0,0,0,4,0.0,0:00,0.0,0:00,1,0:00,1,0:00,2,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6289/2-esp-vs-est,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6289/2-esp-vs-est,,
21,JANSSON Tommy,EST,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6289/2-esp-vs-est,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6289/2-esp-vs-est,,
24,LODEIKIN Kirill,EST,False,F,1,0,1,0,4,0.0,0:00,0.0,0:00,0,0:00,3,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6289/2-esp-vs-est,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6289/2-esp-vs-est,,
12,MURKEL Robin Harly,EST,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6289/2-esp-vs-est,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6289/2-esp-vs-est,,
13,PUZAKOV Nikita,EST,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6289/2-esp-vs-est,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6289/2-esp-vs-est,,
20,NEVZOROV Jegor,EST,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6289/2-esp-vs-est,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6289/2-esp-vs-est,,
25,SASKIN Denis,EST,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6289/2-esp-vs-est,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6289/2-esp-vs-est,,
1,JOGI Christopher Kullervo,EST,False,GK,0,0,0,0,0,,,,,0,,0,,0,,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6289/2-esp-vs-est,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6289/2-esp-vs-est,,
30,SOOVIK Oliver,EST,False,GK,0,0,0,0,0,,,,,0,,0,,0,,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6289/2-esp-vs-est,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6289/2-esp-vs-est,,
2,BRADLEY Edward,GBR,True,D,0,0,0,0,3,-1.0,0:00,0.0,0:00,0,0:00,1,0:00,2,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
7,POUND Cameron,GBR,True,D,0,1,1,0,2,-1.0,0:00,0.0,0:00,1,0:00,0,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
11,BROWN Kieran,GBR,True,F,0,0,0,0,3,-2.0,0:00,0.0,0:00,1,0:00,0,0:00,2,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
14,KIRK Liam,GBR,True,F,0,1,1,0,12,0.0,0:00,0.0,0:00,3,0:00,6,0:00,3,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
19,WALLER Joshua,GBR,True,F,1,1,2,0,7,0.0,0:00,0.0,0:00,5,0:00,2,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
3,HAZELDINE Joseph,GBR,True,D,0,0,0,0,4,0.0,0:00,0.0,0:00,2,0:00,1,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
8,SOLDER Ben,GBR,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
10,KELSALL Jordan,GBR,True,F,0,0,0,2,1,1.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
12,BUESA Jordan,GBR,True,F,1,2,3,2,7,1.0,0:00,0.0,0:00,3,0:00,4,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
22,COOPER Tyler,GBR,True,F,0,0,0,0,3,0.0,0:00,0.0,0:00,1,0:00,2,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
5,COCHRANE Reece,GBR,True,D,0,0,0,2,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
9,FIELDER Deakan,GBR,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
15,GULLIVER Harry,GBR,True,F,1,0,1,0,3,1.0,0:00,0.0,0:00,1,0:00,0,0:00,2,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
17,HOWLETT Mac,GBR,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
23,SMITH Chad,GBR,True,F,0,0,0,0,2,0.0,0:00,0.0,0:00,0,0:00,1,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
6,GRIFFIN Jordan,GBR,True,D,0,0,0,2,1,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
13,PIZZO Morgan,GBR,True,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
16,NEILSON Cade,GBR,True,F,1,0,1,0,2,-1.0,0:00,0.0,0:00,0,0:00,1,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
18,KROGH Richard,GBR,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
21,ALDERSON Mason,GBR,True,F,0,0,0,2,3,0.0,0:00,0.0,0:00,1,0:00,1,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
1,KERLIN William,GBR,True,GK,0,0,0,0,0,,,,,0,,0,,0,,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
25,McLAUGHLIN Jordan,GBR,True,GK,0,0,0,0,0,,,,,0,,0,,0,,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
3,MOTIEJUNAS Dominykas,LTU,False,D,0,1,1,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
7,WASHCO Lukas,LTU,False,F,3,1,4,0,5,1.0,0:00,0.0,0:00,1,0:00,2,0:00,2,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
11,GUSEVAS Kostas,LTU,False,D,0,2,2,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
13,MISIUK Patrik,LTU,False,F,1,0,1,0,3,0.0,0:00,0.0,0:00,2,0:00,1,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
17,GRINIUS Martynas,LTU,False,F,2,1,3,2,5,1.0,0:00,0.0,0:00,2,0:00,2,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
2,RUMSEVICIUS Paulius,LTU,False,D,0,0,0,0,0,2.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
4,KRUKOVSKI Tomas,LTU,False,D,0,0,0,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
9,KUDREVICIUS Laisvydas,LTU,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
21,RAGAS Ignotas,LTU,False,F,0,0,0,2,1,-1.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
22,KRASILNIKOVAS Karolis,LTU,False,F,0,0,0,2,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
5,DOMEIKA Arvidas,LTU,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
14,BINKULIS Egidijus,LTU,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
15,JANKAUSKAS Vainius,LTU,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
19,STEPONAVICIUS Eimantas,LTU,False,F,0,0,0,2,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
24,STANKIUS Mantas,LTU,False,D,0,0,0,2,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
10,SILINAS Avgustinas,LTU,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
12,FEDOROVICIUS Justas,LTU,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
16,NUMAVICIUS Nikodemas,LTU,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
18,MILIUNAS Martynas,LTU,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
23,VOLODINAS Christianas,LTU,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
1,LUBYS Laurynas,LTU,False,GK,0,0,0,0,0,,,,,0,,0,,0,,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
20,PETIUL Martin,LTU,False,GK,0,0,0,0,0,,,,,0,,0,,0,,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6290/3-gbr-vs-ltu,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6290/3-gbr-vs-ltu,,
5,SZABO Zsolt,ROU,True,D,0,0,0,0,2,0.0,0:00,0.0,0:00,0,0:00,2,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
12,RESZEGH Zsolt,ROU,True,F,1,0,1,0,7,1.0,0:00,0.0,0:00,3,0:00,2,0:00,2,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
13,MARK Robert,ROU,True,D,0,0,0,0,2,1.0,0:00,0.0,0:00,0,0:00,1,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
18,BUZAS Arnold,ROU,True,F,0,0,0,0,3,0.0,0:00,0.0,0:00,1,0:00,2,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
23,VIZI Adam,ROU,True,F,0,1,1,0,3,1.0,0:00,0.0,0:00,2,0:00,1,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
8,ILYES Tamas,ROU,True,F,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
9,CASANEANU Eduard,ROU,True,D,1,0,1,0,6,2.0,0:00,0.0,0:00,1,0:00,4,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
10,VASILE Andrei,ROU,True,F,0,2,2,0,8,1.0,0:00,0.0,0:00,2,0:00,4,0:00,2,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
14,GAJDO Tamas,ROU,True,D,0,0,0,0,1,1.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
22,FILIP Andrei,ROU,True,F,1,1,2,2,3,1.0,0:00,0.0,0:00,1,0:00,1,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
2,BOLDIZSAR Cristian,ROU,True,D,0,0,0,0,2,0.0,0:00,0.0,0:00,0,0:00,2,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
6,KARDA Elod Marton,ROU,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
7,DOSA Csaba,ROU,True,F,0,0,0,0,2,-1.0,0:00,0.0,0:00,2,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
15,SANDOR SZEKELY Otto,ROU,True,F,0,0,0,0,1,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
16,LAZAR Kain,ROU,True,F,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
3,TODOR Csaba Rajmond,ROU,True,F,0,1,1,0,3,0.0,0:00,0.0,0:00,3,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
11,GECSE Oliver,ROU,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
17,SILLO Huba,ROU,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
19,PETRICA Dragos,ROU,True,F,0,0,0,0,1,1.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
24,NAGY GALACZI Geza,ROU,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
1,ADORJAN Ors,ROU,True,GK,0,0,0,0,0,,,,,0,,0,,0,,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
20,SZOPOS Magor,ROU,True,GK,0,0,0,0,0,,,,,0,,0,,0,,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
9,FERNANDEZ Pablo,ESP,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
10,ROYO Ivan Emilio,ESP,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
14,RUBIO Oscar,ESP,False,F,0,0,0,0,3,-2.0,0:00,0.0,0:00,0,0:00,0,0:00,3,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
17,O HARE Liam,ESP,False,F,0,0,0,0,1,-2.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
21,DONATH Dorian,ESP,False,F,0,0,0,0,3,-2.0,0:00,0.0,0:00,1,0:00,0,0:00,2,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
2,TORRES Alex,ESP,False,D,0,0,0,0,1,-1.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
3,DURAN Pol,ESP,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
7,CERDA Joan,ESP,False,F,0,0,0,0,3,-1.0,0:00,0.0,0:00,0,0:00,3,0:00,0,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
13,BURGOS Alejandro,ESP,False,F,0,0,0,0,5,-1.0,0:00,0.0,0:00,0,0:00,4,0:00,1,0:00,,,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/statistics/6291/4-rou-vs-esp,https://www.iihf.com//en/events/2019/wm20iia/gamecenter/playbyplay/6291/4-rou-vs-esp,,
