jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,ts_4,tot_4,ts_5,tot_5,statistics_url,game_url
8,CONFIDENTI Sara,SLO,False,F,1,1,2,0,8,1.0,0:00,0.0,0:00,1,0:00,2,0:00,2.0,0:00,3.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
9,LONCAR Nina,SLO,False,D,0,1,1,4,2,1.0,0:00,0.0,0:00,1,0:00,0,0:00,1.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
14,POREKAR Nusa,SLO,False,D,0,0,0,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
15,PREN Pia,SLO,False,F,0,3,3,0,3,1.0,0:00,0.0,0:00,0,0:00,0,0:00,1.0,0:00,2.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
17,BLAZINSEK Julija,SLO,False,F,2,0,2,0,7,1.0,0:00,0.0,0:00,1,0:00,4,0:00,1.0,0:00,1.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
3,USNIK Patricija,SLO,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,1.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
6,DUKARIC Eva,SLO,False,F,0,0,0,2,2,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0.0,0:00,1.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
7,GLAVIC Deja,SLO,False,D,0,0,0,2,3,0.0,0:00,0.0,0:00,2,0:00,0,0:00,0.0,0:00,1.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
19,PEZDIR Gaja,SLO,False,F,0,0,0,0,4,0.0,0:00,0.0,0:00,2,0:00,2,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
23,PRSINA Ana,SLO,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
13,STRAZAR Ana,SLO,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
16,BREZNIK Tamara,SLO,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
18,SVETINA Tamara,SLO,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
22,KRANER Irena,SLO,False,F,0,0,0,2,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
24,PAZLAR Ursa,SLO,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
2,BIZJAK Maja,SLO,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
10,MOLE Masa,SLO,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
12,STRNISA Pija,SLO,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
21,MAVER Nina,SLO,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
20,DUKARIC Pia,SLO,False,GK,0,0,0,0,0,,,,,0,,0,,0.0,,0.0,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
25,DOVZAN Nusa,SLO,False,GK,0,0,0,0,0,,,,,0,,0,,0.0,,0.0,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6336/1-esp-vs-slo,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6336/1-esp-vs-slo
4,KIM Un Hyang,PRK,True,F,0,0,0,0,2,2.0,0:00,0.0,0:00,1,0:00,0,0:00,1.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
7,JONG Su Hyon,PRK,True,F,1,0,1,2,3,2.0,0:00,0.0,0:00,2,0:00,0,0:00,1.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
11,KIM Hyang Mi,PRK,True,F,1,1,2,0,8,2.0,0:00,0.0,0:00,2,0:00,3,0:00,3.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
17,CHOE Jong Hui,PRK,True,D,0,0,0,0,4,2.0,0:00,0.0,0:00,1,0:00,1,0:00,2.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
24,HWANG Chung Gum,PRK,True,D,0,1,1,0,2,2.0,0:00,0.0,0:00,1,0:00,0,0:00,1.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
12,RYU Su Jong,PRK,True,D,0,0,0,0,2,-2.0,0:00,0.0,0:00,1,0:00,1,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
14,RYO Song Hui,PRK,True,F,0,0,0,0,1,-2.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
15,KIM Ryon Mi,PRK,True,D,0,0,0,0,1,-2.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
18,KIM Un Jong,PRK,True,F,0,0,0,0,1,-3.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
21,HWANG Sol Gyong,PRK,True,F,0,0,0,2,1,-2.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
5,JANG Hyang,PRK,True,F,0,0,0,0,4,-2.0,0:00,0.0,0:00,1,0:00,3,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
10,RYU Sol Mi,PRK,True,F,0,0,0,0,2,-1.0,0:00,0.0,0:00,0,0:00,2,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
16,HWANG Chung Sim,PRK,True,D,0,0,0,0,1,-2.0,0:00,0.0,0:00,1,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
22,KIM Kyong Rim,PRK,True,F,0,0,0,0,0,-2.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
23,HAM Il Sim,PRK,True,D,0,0,0,0,1,-2.0,0:00,0.0,0:00,0,0:00,0,0:00,1.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
3,RIM Hye Song,PRK,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
20,SO Jong Sim,PRK,True,GK,0,0,0,0,0,,,,,0,,0,,0.0,,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
25,RI Pom,PRK,True,GK,0,0,0,0,0,,,,,0,,0,,0.0,,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
7,TELLEZ Claudia,MEX,False,F,1,2,3,0,5,2.0,0:00,0.0,0:00,3,0:00,2,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
12,ROJAS Joanna,MEX,False,F,2,1,3,2,3,2.0,0:00,0.0,0:00,2,0:00,0,0:00,1.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
14,CRUZ Macarena,MEX,False,D,0,1,1,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
15,ESCOBEDO Thelma,MEX,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
21,ROJAS Giovanna,MEX,False,F,1,1,2,0,1,1.0,0:00,0.0,0:00,0,0:00,1,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
8,GONZALEZ Bertha,MEX,False,F,0,0,0,0,3,0.0,0:00,0.0,0:00,1,0:00,1,0:00,1.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
11,AYALA Andrea,MEX,False,D,0,0,0,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
16,NEVAREZ Samantha,MEX,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
17,CHAVEZ Maria,MEX,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
19,TOLEDANO Regina,MEX,False,D,0,0,0,0,0,2.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
4,LARIOS Marise,MEX,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
18,CUEVAS Renata,MEX,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
22,CARDENAS Frida,MEX,False,F,0,0,0,0,1,1.0,0:00,0.0,0:00,0,0:00,1,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
23,AMAYA Natalia,MEX,False,F,0,0,0,2,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
24,DUENAS Dione,MEX,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
5,OLVERA Tania,MEX,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
1,RENTERIA Monica,MEX,False,GK,0,0,0,0,0,,,,,0,,0,,0.0,,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
25,CASTRO Daniela,MEX,False,GK,0,0,0,0,0,,,,,0,,0,,0.0,,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6337/2-prk-vs-mex,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6337/2-prk-vs-mex
2,HARVEY Remi,AUS,True,D,0,0,0,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6338/3-aus-vs-gbr,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6338/3-aus-vs-gbr
15,COCHRANE Stephenie,AUS,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6338/3-aus-vs-gbr,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6338/3-aus-vs-gbr
16,MATHESON Amelia,AUS,True,D,0,0,0,2,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0.0,0:00,,,,,https://www.iihf.com//en/events/2019/wwiia/gamecenter/statistics/6338/3-aus-vs-gbr,https://www.iihf.com//en/events/2019/wwiia/gamecenter/playbyplay/6338/3-aus-vs-gbr
