jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,statistics_url,game_url
4,LAPIES Magdalena,POL,True,F,0,1,1,0,3,0.0,0:00,0.0,0:00,1,0:00,1,0:00,1,0:00,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/statistics/28886/1-pol-vs-tur,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/playbyplay/28886/1-pol-vs-tur
7,POZNIEWSKA Karolina,POL,True,F,3,0,3,0,7,3.0,0:00,0.0,0:00,2,0:00,4,0:00,1,0:00,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/statistics/28886/1-pol-vs-tur,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/playbyplay/28886/1-pol-vs-tur
9,SFORA Patrycja,POL,True,D,0,0,0,0,2,3.0,0:00,0.0,0:00,1,0:00,1,0:00,0,0:00,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/statistics/28886/1-pol-vs-tur,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/playbyplay/28886/1-pol-vs-tur
16,CZARNECKA Ewelina,POL,True,F,1,1,2,0,3,3.0,0:00,0.0,0:00,2,0:00,0,0:00,1,0:00,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/statistics/28886/1-pol-vs-tur,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/playbyplay/28886/1-pol-vs-tur
21,CHRAPEK Klaudia,POL,True,D,0,0,0,0,2,3.0,0:00,0.0,0:00,1,0:00,0,0:00,1,0:00,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/statistics/28886/1-pol-vs-tur,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/playbyplay/28886/1-pol-vs-tur
2,GOGOC Wiktoria,POL,True,D,0,0,0,0,3,4.0,0:00,0.0,0:00,1,0:00,1,0:00,1,0:00,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/statistics/28886/1-pol-vs-tur,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/playbyplay/28886/1-pol-vs-tur
5,ZIELINSKA Julia,POL,True,D,1,1,2,0,3,4.0,0:00,0.0,0:00,1,0:00,2,0:00,0,0:00,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/statistics/28886/1-pol-vs-tur,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/playbyplay/28886/1-pol-vs-tur
12,WIECZOREK Kamila,POL,True,F,1,2,3,2,5,5.0,0:00,0.0,0:00,3,0:00,1,0:00,1,0:00,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/statistics/28886/1-pol-vs-tur,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/playbyplay/28886/1-pol-vs-tur
14,TOMCZOK Olivia,POL,True,F,1,1,2,0,2,5.0,0:00,0.0,0:00,1,0:00,0,0:00,1,0:00,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/statistics/28886/1-pol-vs-tur,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/playbyplay/28886/1-pol-vs-tur
24,SIKORSKA Wiktoria,POL,True,F,3,3,6,0,6,5.0,0:00,0.0,0:00,3,0:00,2,0:00,1,0:00,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/statistics/28886/1-pol-vs-tur,https://www.iihf.com//en/events/2022/ogqp2h/gamecenter/playbyplay/28886/1-pol-vs-tur
