period,team,shooter_number,opponent,goalie_number,x,y,team1,team2,game_url,shot_chart_url
2,AUT,17,NED,25,0.1614111990950226,3.747854452753011,NED,AUT,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut,https://www.iihf.com//pdf/77/ihw077901_77a_4_0
3,NED,10,AUT,25,0.5343109528879425,0.4466243282957522,NED,AUT,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut,https://www.iihf.com//pdf/77/ihw077901_77a_4_0
1,NOR,2,SVK,1,0.3105709409896869,3.747854452753011,SVK,NOR,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor,https://www.iihf.com//pdf/77/ihw077902_77a_3_0
1,SVK,6,NOR,1,2.771726111258983,0.4850081926246044,SVK,NOR,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor,https://www.iihf.com//pdf/77/ihw077902_77a_3_0
2,NOR,13,SVK,1,0.6088925672078787,3.709207846511633,SVK,NOR,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor,https://www.iihf.com//pdf/77/ihw077902_77a_3_0
1,NOR,17,NED,25,5.456624385652204,4.016544713750445,NOR,NED,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29901/3-nor-vs-ned,https://www.iihf.com//pdf/77/ihw077903_77a_4_1
1,NOR,8,NED,25,5.643075757517995,0.44662432829575227,NOR,NED,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29901/3-nor-vs-ned,https://www.iihf.com//pdf/77/ihw077903_77a_4_1
1,NED,8,NOR,1,0.9817964799041787,1.7133084397411324,NOR,NED,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29901/3-nor-vs-ned,https://www.iihf.com//pdf/77/ihw077903_77a_4_1
2,NOR,11,NED,1,1.280118778280543,1.291255028751778,NOR,NED,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29901/3-nor-vs-ned,https://www.iihf.com//pdf/77/ihw077903_77a_4_1
2,NOR,8,NED,25,0.2732815411232366,1.2526956464039674,NOR,NED,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29901/3-nor-vs-ned,https://www.iihf.com//pdf/77/ihw077903_77a_4_1
2,NOR,22,NED,25,0.7207629092360927,3.095320197307939,NOR,NED,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29901/3-nor-vs-ned,https://www.iihf.com//pdf/77/ihw077903_77a_4_1
3,NOR,21,NED,1,4.524368566048735,2.4811703413076307,NOR,NED,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29901/3-nor-vs-ned,https://www.iihf.com//pdf/77/ihw077903_77a_4_1
3,NOR,15,NED,1,5.456624385652204,2.5577646924100232,NOR,NED,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29901/3-nor-vs-ned,https://www.iihf.com//pdf/77/ihw077903_77a_4_1
1,FRA,17,SVK,1,1.280117294897686,0.3700305123092713,FRA,SVK,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29902/4-fra-vs-svk,https://www.iihf.com//pdf/77/ihw077904_77a_3_0
1,FRA,9,SVK,1,2.398824486366946,0.6385457904036596,FRA,SVK,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29902/4-fra-vs-svk,https://www.iihf.com//pdf/77/ihw077904_77a_3_0
2,FRA,9,SVK,1,0.9445035932925204,3.5941418720709093,FRA,SVK,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29902/4-fra-vs-svk,https://www.iihf.com//pdf/77/ihw077904_77a_3_0
3,FRA,12,SVK,1,1.0190853742855783,0.7154895721962333,FRA,SVK,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29902/4-fra-vs-svk,https://www.iihf.com//pdf/77/ihw077904_77a_3_0
1,AUT,12,NOR,1,4.598948629225445,3.325626593976521,NOR,AUT,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29903/5-nor-vs-aut,https://www.iihf.com//pdf/77/ihw077905_77a_4_0
1,AUT,13,NOR,1,2.9954709542187916,0.254615107178366,NOR,AUT,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29903/5-nor-vs-aut,https://www.iihf.com//pdf/77/ihw077905_77a_4_0
2,NOR,24,AUT,25,0.8326332512643067,2.9033987352000317,NOR,AUT,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29903/5-nor-vs-aut,https://www.iihf.com//pdf/77/ihw077905_77a_4_0
2,NOR,6,AUT,25,0.3105702688315145,0.2930867305166971,NOR,AUT,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29903/5-nor-vs-aut,https://www.iihf.com//pdf/77/ihw077905_77a_4_0
2,NOR,8,AUT,25,0.1986999268033005,0.7536995238538622,NOR,AUT,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29903/5-nor-vs-aut,https://www.iihf.com//pdf/77/ihw077905_77a_4_0
3,AUT,16,NOR,1,5.7176603673143465,0.2547023310719334,NOR,AUT,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29903/5-nor-vs-aut,https://www.iihf.com//pdf/77/ihw077905_77a_4_0
4,AUT,10,NOR,1,2.8090189978706412,2.9799925511865126,NOR,AUT,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29903/5-nor-vs-aut,https://www.iihf.com//pdf/77/ihw077905_77a_4_0
