jersey_number,name,team,home,pos,g,a,p,pim,ts,+/-,tot,shf,avg,ts_1,tot_1,ts_2,tot_2,ts_3,tot_3,ts_4,tot_4,ts_5,tot_5,statistics_url,game_url
24,TRUMMER Anja,AUT,False,F,0,1,1,0,4,-1.0,0:00,0.0,0:00,2,0:00,1,0:00,1,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
2,HABERL Meilan,AUT,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
8,KILLIUS Katharina,AUT,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
9,HANSER Anna,AUT,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
19,HENGELMULLER Karolina,AUT,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
22,ARTNER Lena,AUT,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
3,KUTZER Leonie,AUT,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
4,SCHWARZER Hanna,AUT,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
5,LEITNER Laura,AUT,False,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
6,OBERMAYR Hanna,AUT,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
14,BILLA Anna,AUT,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,0.0,0:00,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
1,ADAMITSCH Anja,AUT,False,GK,0,0,0,0,0,,,,,0,,0,,0,,0.0,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
25,LUGGIN Selma,AUT,False,GK,0,0,0,0,0,,,,,0,,0,,0,,0.0,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29899/1-ned-vs-aut,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29899/1-ned-vs-aut
3,LUCAK CUPKOVA Nicol,SVK,True,F,0,0,0,2,4,0.0,0:00,0.0,0:00,1,0:00,1,0:00,2,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
8,NEMCEKOVA Nikola,SVK,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
13,KUBEKOVA Livia,SVK,True,D,0,0,0,2,3,0.0,0:00,0.0,0:00,2,0:00,0,0:00,1,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
22,SULIKOVA Laura,SVK,True,D,0,0,0,0,2,0.0,0:00,0.0,0:00,0,0:00,0,0:00,2,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
24,BEDNARIK Simone Martina,SVK,True,D,0,0,0,0,5,0.0,0:00,0.0,0:00,1,0:00,2,0:00,2,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
2,FANCOVICOVA Hana,SVK,True,F,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
6,ISTOCYOVA Lucia,SVK,True,F,1,0,1,0,4,-1.0,0:00,0.0,0:00,4,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
11,LESKOVJANSKA Emilia,SVK,True,D,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
16,KORENKOVA Tatiana,SVK,True,F,0,0,0,0,2,-1.0,0:00,0.0,0:00,1,0:00,0,0:00,1,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
23,DRABEKOVA Lucia,SVK,True,D,0,0,0,0,0,-1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
4,SULIKOVA Alzbeta,SVK,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
10,HLINKOVA Janka,SVK,True,F,0,0,0,0,3,0.0,0:00,0.0,0:00,0,0:00,1,0:00,2,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
12,HALUSKOVA Lucia,SVK,True,F,0,0,0,0,6,0.0,0:00,0.0,0:00,0,0:00,3,0:00,3,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
14,MATEJKOVA Julia,SVK,True,F,0,0,0,4,4,0.0,0:00,0.0,0:00,3,0:00,0,0:00,1,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
15,KOSECKA Romana,SVK,True,D,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
7,MASKALOVA Viktoria,SVK,True,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
17,HALUSKOVA Romana,SVK,True,F,0,0,0,0,2,0.0,0:00,0.0,0:00,0,0:00,0,0:00,2,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
18,KAPICAKOVA Barbora,SVK,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
19,VYSOKAJOVA Sofia,SVK,True,D,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
21,SURAKOVA Annamaria,SVK,True,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
1,OROLINOVA Andrea,SVK,True,GK,0,0,0,0,0,,,,,0,,0,,0,,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
25,ZIMKOVA Nikola,SVK,True,GK,0,0,0,0,0,,,,,0,,0,,0,,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
11,BIALIK Line,NOR,False,F,0,0,0,2,3,0.0,0:00,0.0,0:00,1,0:00,0,0:00,2,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
14,ARDAL Malin,NOR,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,0,0:00,1,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
21,HAUG HANSEN Madelen,NOR,False,F,0,1,1,0,2,0.0,0:00,0.0,0:00,1,0:00,0,0:00,1,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
23,BERGESEN Emma,NOR,False,D,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
24,FISCHER Mathea,NOR,False,F,0,0,0,0,4,0.0,0:00,0.0,0:00,1,0:00,3,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
3,KONGSTORP Silje,NOR,False,D,0,0,0,2,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
12,MORSET Ingrid,NOR,False,D,0,1,1,0,1,1.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
15,KRUSE Emilie,NOR,False,F,0,2,2,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
17,BRUNVOLD Marthe,NOR,False,F,0,0,0,0,0,1.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
22,DALEN Andrea,NOR,False,F,0,0,0,0,3,1.0,0:00,0.0,0:00,2,0:00,1,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
2,TENDENES Lene,NOR,False,D,1,0,1,2,2,1.0,0:00,0.0,0:00,2,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
8,PEDERSEN Lotte,NOR,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
9,NYBERG Tea,NOR,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
13,BERGE Ingrid,NOR,False,F,1,0,1,2,2,0.0,0:00,0.0,0:00,1,0:00,1,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
19,JORGENSEN Thea,NOR,False,D,0,0,0,2,2,0.0,0:00,0.0,0:00,0,0:00,1,0:00,1,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
6,BJELLAND Une,NOR,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
7,PEDERSEN Karoline,NOR,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,0,0:00,1,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
10,FURSETH Christina,NOR,False,F,0,0,0,0,1,0.0,0:00,0.0,0:00,1,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
16,FURULUND Andrine,NOR,False,F,0,0,0,0,0,0.0,0:00,0.0,0:00,0,0:00,0,0:00,0,0:00,,,,,https://www.iihf.com//en/events/2022/wwia/gamecenter/statistics/29900/2-svk-vs-nor,https://www.iihf.com//en/events/2022/wwia/gamecenter/playbyplay/29900/2-svk-vs-nor
